epoch,loss
1,0.28571066885492
2,0.30089639228837
3,0.315678307205
4,0.32414463757109
5,0.32960294365066
6,0.33178956687169
7,0.33049371282065
8,0.32798569516648
9,0.32582020513264
10,0.32276567129256
11,0.3194399343833
